_id,source,category,collected_at,data.country,data.year,data.value,data.indicator
698aca60965a6a7ada102c4e,who,health,2026-02-10 06:04:16.606,CHE,2007,83.8 [83.7-83.8],WHOSIS_000001
698acb468ed7da4dc73f42ad,who,health,2026-02-10 06:08:06.984,IND,2002,65.4 [64.8-65.9],WHOSIS_000001
698acb468ed7da4dc73f42ae,who,health,2026-02-10 06:08:06.986,NOR,2011,81.0 [80.9-81.1],WHOSIS_000001
698acb468ed7da4dc73f42af,who,health,2026-02-10 06:08:06.987,ARE,2021,78.3 [77.9-78.9],WHOSIS_000001
698acb468ed7da4dc73f42b0,who,health,2026-02-10 06:08:06.990,VEN,2016,67.9 [67.8-68.1],WHOSIS_000001
698acb468ed7da4dc73f42b1,who,health,2026-02-10 06:08:06.992,CHE,2007,83.8 [83.7-83.8],WHOSIS_000001
698acc67c460a8f52919fe36,who,health,2026-02-10 06:12:55.556,IND,2002,65.4 [64.8-65.9],WHOSIS_000001
698acc67c460a8f52919fe37,who,health,2026-02-10 06:12:55.558,NOR,2011,81.0 [80.9-81.1],WHOSIS_000001
698acc67c460a8f52919fe38,who,health,2026-02-10 06:12:55.559,ARE,2021,78.3 [77.9-78.9],WHOSIS_000001
698acc67c460a8f52919fe39,who,health,2026-02-10 06:12:55.560,VEN,2016,67.9 [67.8-68.1],WHOSIS_000001
698acc67c460a8f52919fe3a,who,health,2026-02-10 06:12:55.561,CHE,2007,83.8 [83.7-83.8],WHOSIS_000001
698af966965a6a7ada102dd6,who,health,2026-02-10 09:24:54.656,IND,2002,65.4 [64.8-65.9],WHOSIS_000001
698af966965a6a7ada102dd7,who,health,2026-02-10 09:24:54.659,NOR,2011,81.0 [80.9-81.1],WHOSIS_000001
698af966965a6a7ada102dd8,who,health,2026-02-10 09:24:54.663,ARE,2021,78.3 [77.9-78.9],WHOSIS_000001
698af966965a6a7ada102dd9,who,health,2026-02-10 09:24:54.665,VEN,2016,67.9 [67.8-68.1],WHOSIS_000001
698af966965a6a7ada102dda,who,health,2026-02-10 09:24:54.668,CHE,2007,83.8 [83.7-83.8],WHOSIS_000001
698afabd8ed7da4dc73f4443,who,health,2026-02-10 09:30:37.622,IND,2002,65.4 [64.8-65.9],WHOSIS_000001
698afabd8ed7da4dc73f4444,who,health,2026-02-10 09:30:37.623,NOR,2011,81.0 [80.9-81.1],WHOSIS_000001
698afabd8ed7da4dc73f4445,who,health,2026-02-10 09:30:37.625,ARE,2021,78.3 [77.9-78.9],WHOSIS_000001
698afabd8ed7da4dc73f4446,who,health,2026-02-10 09:30:37.626,VEN,2016,67.9 [67.8-68.1],WHOSIS_000001
698afabd8ed7da4dc73f4447,who,health,2026-02-10 09:30:37.629,CHE,2007,83.8 [83.7-83.8],WHOSIS_000001
698afbe1c460a8f52919ffc6,who,health,2026-02-10 09:35:29.414,IND,2002,65.4 [64.8-65.9],WHOSIS_000001
698afbe1c460a8f52919ffc7,who,health,2026-02-10 09:35:29.417,NOR,2011,81.0 [80.9-81.1],WHOSIS_000001
698afbe1c460a8f52919ffc8,who,health,2026-02-10 09:35:29.418,ARE,2021,78.3 [77.9-78.9],WHOSIS_000001
698afbe1c460a8f52919ffc9,who,health,2026-02-10 09:35:29.420,VEN,2016,67.9 [67.8-68.1],WHOSIS_000001
698afbe1c460a8f52919ffca,who,health,2026-02-10 09:35:29.422,CHE,2007,83.8 [83.7-83.8],WHOSIS_000001
