_id,source,category,collected_at,data.country,data.year,data.value,data.indicator
698a9e4f8ed7da4dc73f4120,who,health,2026-02-10 02:56:15.160,CYP,2003,76.9 [76.7-77.2],WHOSIS_000001
698a9f4ac460a8f52919fc9f,who,health,2026-02-10 03:00:26.818,SOM,2008,48.0 [46.7-49.6],WHOSIS_000001
698a9f4ac460a8f52919fca0,who,health,2026-02-10 03:00:26.820,BTN,2002,67.8 [67.1-68.6],WHOSIS_000001
698a9f4ac460a8f52919fca1,who,health,2026-02-10 03:00:26.821,BHR,2011,75.2 [75.1-75.4],WHOSIS_000001
698a9f4ac460a8f52919fca2,who,health,2026-02-10 03:00:26.823,SAU,2005,73.1 [72.8-73.5],WHOSIS_000001
698a9f4ac460a8f52919fca3,who,health,2026-02-10 03:00:26.823,CYP,2003,76.9 [76.7-77.2],WHOSIS_000001
698aca60965a6a7ada102c4a,who,health,2026-02-10 06:04:16.600,IND,2002,65.4 [64.8-65.9],WHOSIS_000001
698aca60965a6a7ada102c4b,who,health,2026-02-10 06:04:16.602,NOR,2011,81.0 [80.9-81.1],WHOSIS_000001
698aca60965a6a7ada102c4c,who,health,2026-02-10 06:04:16.604,ARE,2021,78.3 [77.9-78.9],WHOSIS_000001
698aca60965a6a7ada102c4d,who,health,2026-02-10 06:04:16.604,VEN,2016,67.9 [67.8-68.1],WHOSIS_000001
