doc_id,topic,topic_words,keywords
698a2ed2615d1b0936432696,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a2ed2615d1b0936432697,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a2ed2615d1b0936432698,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a36a28ed7da4dc73f3f6e,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a36a28ed7da4dc73f3f6f,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698a36a28ed7da4dc73f3f70,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a36a28ed7da4dc73f3f71,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a36a28ed7da4dc73f3f72,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a36cfc460a8f52919fb04,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a36cfc460a8f52919fb05,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698a36cfc460a8f52919fb06,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a36cfc460a8f52919fb07,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a36cfc460a8f52919fb08,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a97758aa2943e12b16d30,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a97758aa2943e12b16d31,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a97758aa2943e12b16d32,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a97758aa2943e12b16d33,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a97758aa2943e12b16d34,"1494, , ","1494, , , , , , , , , ","落石如籃球大 雲林草嶺, 乙線建明隧道拚, 落石如籃球大, 雲林草嶺, 月底前完工"
698a9e4e8ed7da4dc73f410d,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698a9e4e8ed7da4dc73f410e,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a9e4e8ed7da4dc73f410f,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a9e4e8ed7da4dc73f4110,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a9e4e8ed7da4dc73f4111,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698aca59965a6a7ada102c41,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698aca59965a6a7ada102c42,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698aca59965a6a7ada102c43,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698aca59965a6a7ada102c44,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698aca59965a6a7ada102c45,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698acb4e8ed7da4dc73f42b7,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698acb4e8ed7da4dc73f42b8,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698acb4e8ed7da4dc73f42b9,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698acb4e8ed7da4dc73f42ba,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698acb4e8ed7da4dc73f42bb,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698acc6ac460a8f52919fe3b,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698acc6ac460a8f52919fe3c,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698acc6ac460a8f52919fe3d,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698acc6ac460a8f52919fe3e,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698acc6ac460a8f52919fe3f,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698af968965a6a7ada102ddb,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698af969965a6a7ada102ddc,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698af969965a6a7ada102ddd,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698af969965a6a7ada102dde,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698af969965a6a7ada102ddf,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
