doc_id,topic,topic_words,keywords
69881f9af594ab54e7475a94,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698821ff66a6a90f20729173,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698821ff66a6a90f20729174,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698821ff66a6a90f20729175,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698821ff66a6a90f20729176,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698821ff66a6a90f20729177,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6988235ca483768189da7f61,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6988235ca483768189da7f62,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6988235ca483768189da7f63,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6988235ca483768189da7f64,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6988235ca483768189da7f65,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
69882a3e4d35f7e07d604a00,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
69882a3e4d35f7e07d604a01,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
69882a3e4d35f7e07d604a02,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
69882a3e4d35f7e07d604a03,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
69882a3e4d35f7e07d604a04,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
69882aebac3ba81db90bb216,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
69882aebac3ba81db90bb217,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
69882aebac3ba81db90bb218,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
69882aebac3ba81db90bb219,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
69882aebac3ba81db90bb21a,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698841713f98eda61f36a95b,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698841713f98eda61f36a95c,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698841713f98eda61f36a95d,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698841713f98eda61f36a95e,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698841713f98eda61f36a95f,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698842656396656e646ba9a1,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698842656396656e646ba9a2,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698842656396656e646ba9a4,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698842656396656e646ba9a6,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698842656396656e646ba9a8,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698843ee4886efa075760913,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698843ee4886efa075760914,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698843ee4886efa075760915,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698843ee4886efa075760916,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698843ee4886efa075760917,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6988454f5708599d7847ded2,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6988454f5708599d7847ded3,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6988454f5708599d7847ded4,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6988454f5708599d7847ded5,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6988454f5708599d7847ded6,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698848ecf833c19af3235694,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698848ecf833c19af3235695,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698848ecf833c19af3235696,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698848ecf833c19af3235697,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698848ecf833c19af3235698,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
69885d7c33f15a5559beb181,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
69885d7c33f15a5559beb182,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
69885d7c33f15a5559beb183,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
69885d7c33f15a5559beb184,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
69885d7c33f15a5559beb185,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6988c0c0379612aefbdf6011,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6988c0c0379612aefbdf6012,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6988c0c0379612aefbdf6013,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6988c0c0379612aefbdf6014,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6988c0c0379612aefbdf6015,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6988c239e1ddf54a10fb5059,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6988c239e1ddf54a10fb505a,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6988c239e1ddf54a10fb505b,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6988c239e1ddf54a10fb505c,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6988c239e1ddf54a10fb505d,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6988c87623dde3030b746150,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6988c87623dde3030b746151,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6988c87623dde3030b746152,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6988c87623dde3030b746153,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6988c87623dde3030b746154,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6988c988d5c2a5e6794fd315,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6988c988d5c2a5e6794fd316,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6988c988d5c2a5e6794fd317,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6988c988d5c2a5e6794fd318,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6988c988d5c2a5e6794fd319,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6988cb9bddee7a369523d07f,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6988cb9bddee7a369523d080,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6988cb9bddee7a369523d081,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6988cb9bddee7a369523d082,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6988cb9bddee7a369523d083,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6989ed1b965a6a7ada102213,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6989ed1b965a6a7ada102214,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6989ed1b965a6a7ada102215,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6989ed1b965a6a7ada102216,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6989ed1b965a6a7ada102217,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6989f2be48dc8b6da506d079,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6989f2be48dc8b6da506d07a,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6989f2be48dc8b6da506d07b,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6989f2be48dc8b6da506d07c,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6989f2be48dc8b6da506d07d,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6989f4509c9acb53fdd8cafe,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6989f4509c9acb53fdd8caff,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6989f4509c9acb53fdd8cb00,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6989f4509c9acb53fdd8cb01,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6989f4509c9acb53fdd8cb02,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6989f592e1e7144549c0badf,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6989f592e1e7144549c0bae0,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6989f592e1e7144549c0bae1,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6989f592e1e7144549c0bae2,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6989f592e1e7144549c0bae3,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6989fb7b965a6a7ada1023c0,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6989fb7b965a6a7ada1023c1,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6989fb7b965a6a7ada1023c2,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6989fb7b965a6a7ada1023c3,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6989fb7b965a6a7ada1023c4,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6989fd43b5061cd9d261e1bb,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6989fd43b5061cd9d261e1bc,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6989fd43b5061cd9d261e1bd,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6989fd43b5061cd9d261e1be,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6989fd43b5061cd9d261e1bf,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6989fe2fed1b4e22efab78b8,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6989fe2fed1b4e22efab78b9,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6989fe2fed1b4e22efab78ba,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6989fe2fed1b4e22efab78bb,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6989fe2fed1b4e22efab78bc,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
6989ff66c46ca4ffb9ee48bc,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
6989ff66c46ca4ffb9ee48bd,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
6989ff66c46ca4ffb9ee48be,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
6989ff66c46ca4ffb9ee48bf,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
6989ff66c46ca4ffb9ee48c0,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a02fe8cedd0b2d1b744f0,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a02fe8cedd0b2d1b744f1,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698a02fe8cedd0b2d1b744f2,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a02fe8cedd0b2d1b744f3,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a02fe8cedd0b2d1b744f4,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a12d7417c1568de18598f,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a12d7417c1568de185990,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698a12d7417c1568de185991,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a12d7417c1568de185992,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a12d7417c1568de185993,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a182a965a6a7ada102662,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a182a965a6a7ada102663,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698a182a965a6a7ada102664,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a182a965a6a7ada102665,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a182a965a6a7ada102666,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a271f965a6a7ada1027f1,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a271f965a6a7ada1027f2,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698a271f965a6a7ada1027f3,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a271f965a6a7ada1027f4,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a271f965a6a7ada1027f5,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a286c8ed7da4dc73f3de9,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a286c8ed7da4dc73f3dea,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698a286c8ed7da4dc73f3deb,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a286c8ed7da4dc73f3dec,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a286c8ed7da4dc73f3ded,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a2874c460a8f52919f971,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a2874c460a8f52919f972,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
698a2874c460a8f52919f973,", , ",", , , , , , , , , ","戴立忍新片, 圓武俠夢 體力比柯震東好, 圓武俠夢, 體力比柯震東好"
698a2874c460a8f52919f974,"921, , ","921, , , , , , , , , ","太像了 消防局籲備妥, 新竹市民, 強震搖晃感跟, 避難包, 太像了"
698a2874c460a8f52919f975,"kbrs, afet, afmer","kbrs, afet, afmer, ubatta, son, kuruldu, kktc, haberleri, haber, gndem","afmer kuruldu bilimsel, bilimsel afet yönetimi, dakika gündem haberleri, şubatta başlıyor kıbrıs, kuruldu bilimsel afet"
698a2ed2615d1b0936432694,", , ",", , , , , , , , , ","台東卑南規模, 地震保險基金呼籲投保地震險"
698a2ed2615d1b0936432695,"utara, maghribi, lemah","utara, maghribi, lemah, ketika, gempa, dua, dilanda, bumi, berdepan, bencana","utara maghribi dilanda, berdepan bencana banjir, maghribi dilanda dua, dilanda dua gempa, dua gempa bumi"
